state,county,rep2008,dem2008,other2008,turnout2008,rep2012,dem2012,other2012,turnout2012,pop,dem_margin08,dem_margin12,winner08,winner12,pop_decile
south carolina,marion,5410,9575,0,14985,5114,9518,134,14766,33568,0.2779446112779446,0.30098414434117005,Dem (Obama),Dem (Obama),6
south carolina,anderson,48389,23807,0,72196,48493,22315,1093,71901,183691,-0.34048977782702644,-0.36970398824991524,Rep (McCain),Rep (Romney),9
south carolina,york,53842,37437,0,91279,59149,38757,1522,99428,214916,-0.17972370424741727,-0.20828141278369047,Rep (McCain),Rep (Romney),10
south carolina,richland,57234,104029,0,161263,46725,94350,1941,143016,372597,0.2901781561796568,0.33758639021796916,Dem (Obama),Dem (Obama),10
south carolina,clarendon,6211,8347,0,14558,6890,8967,128,15985,34621,0.14672345102349224,0.13098316201046856,Dem (Obama),Dem (Obama),6
south carolina,dorchester,29785,21691,0,51476,32469,23390,876,56735,129618,-0.15723832465615045,-0.16253423799208722,Rep (McCain),Rep (Romney),9
south carolina,calhoun,3691,3964,0,7655,3705,4043,82,7830,15212,0.0356629653821032,0.0436241610738255,Dem (Obama),Dem (Obama),4
south carolina,edgefield,6332,5072,0,11404,6511,4965,107,11583,26680,-0.11048754822869168,-0.1347159288950854,Rep (McCain),Rep (Romney),6
south carolina,chester,6278,7405,0,13683,6336,7839,149,14324,33246,0.0823649784404005,0.10603174603174603,Dem (Obama),Dem (Obama),6
south carolina,pickens,32453,11640,0,44093,33385,11122,915,45422,117823,-0.47202503798788925,-0.5002134495697306,Rep (McCain),Rep (Romney),9
south carolina,mccormick,2436,2747,0,5183,2460,2637,40,5137,10203,0.06000385876905267,0.034726309593878756,Dem (Obama),Dem (Obama),3
south carolina,marlboro,3948,6699,0,10647,4010,7554,93,11657,29112,0.2583826429980276,0.30646835005188516,Dem (Obama),Dem (Obama),6
south carolina,charleston,62278,75955,0,138233,77248,81027,2579,160854,342434,0.0989416420102291,0.02387616490285895,Dem (Obama),Dem (Obama),10
south carolina,abbeville,6224,4586,0,10810,5923,4507,147,10577,25643,-0.1515263644773358,-0.1357622243528284,Rep (McCain),Rep (Romney),5
south carolina,cherokee,13266,7191,0,20457,13306,7219,228,20753,54832,-0.29696436427628686,-0.2965651644336175,Rep (McCain),Rep (Romney),8
south carolina,allendale,940,3017,0,3957,894,3335,28,4257,10688,0.524892595400556,0.5772050130054386,Dem (Obama),Dem (Obama),3
south carolina,oconee,21157,9475,0,30632,21573,8537,503,30613,73035,-0.38136589187777487,-0.4329458651610761,Rep (McCain),Rep (Romney),8
south carolina,greenville,115822,70618,0,186440,120514,67378,3390,191282,436437,-0.24245869984981763,-0.2828007578821876,Rep (McCain),Rep (Romney),10
south carolina,greenwood,16804,12219,0,29023,16290,11884,351,28525,68890,-0.15797815525617614,-0.15638531979839568,Rep (McCain),Rep (Romney),8
south carolina,dillon,5873,7406,0,13279,5477,7623,86,13186,31666,0.11544544016868741,0.16381679389312978,Dem (Obama),Dem (Obama),6
south carolina,williamsburg,4989,11257,0,16246,4819,11318,145,16282,34994,0.38581804751938936,0.40273904691082607,Dem (Obama),Dem (Obama),6
south carolina,sumter,15945,22594,0,38539,19266,27550,445,47261,106601,0.17252653156542722,0.17694805194805194,Dem (Obama),Dem (Obama),9
south carolina,jasper,3363,5267,0,8630,4169,5727,95,9991,23634,0.22062572421784474,0.1574373484236055,Dem (Obama),Dem (Obama),5
south carolina,berkeley,36097,27657,0,63754,35764,24239,1108,61111,169878,-0.13238385042507136,-0.192073729646851,Rep (McCain),Rep (Romney),9
south carolina,laurens,15314,10565,0,25879,14726,10297,350,25373,67026,-0.1835078635186831,-0.17699716261039844,Rep (McCain),Rep (Romney),8
south carolina,florence,27611,26491,0,54102,28825,28508,544,57877,134897,-0.02070163764740675,-0.005529101913383217,Rep (McCain),Rep (Romney),9
south carolina,georgetown,15694,14053,0,29747,16476,14119,275,30870,60236,-0.05516522674555417,-0.07703873181892466,Rep (McCain),Rep (Romney),8
south carolina,orangeburg,12037,26978,0,39015,11888,30454,295,42637,92475,0.38295527361271303,0.43847716215577914,Dem (Obama),Dem (Obama),9
south carolina,beaufort,37777,30363,0,68140,42580,29775,760,73115,155550,-0.10880540064572938,-0.1769746389330385,Rep (McCain),Rep (Romney),9
south carolina,saluda,5168,3308,0,8476,5130,3322,101,8553,19567,-0.219443133553563,-0.2139138665404638,Rep (McCain),Rep (Romney),5
south carolina,lexington,70197,31540,0,101737,76392,34007,1805,112204,252563,-0.379969922447094,-0.383925579036042,Rep (McCain),Rep (Romney),10
south carolina,darlington,14532,14475,0,29007,14429,15452,259,30140,68602,-0.00196504292067432,0.034235802014658145,Rep (McCain),Dem (Obama),8
south carolina,fairfield,3912,7591,0,11503,3996,7743,119,11858,24040,0.3198296096670434,0.3191924354715052,Dem (Obama),Dem (Obama),5
south carolina,colleton,8500,8576,0,17076,8439,8470,168,17077,38833,0.004450691028343875,0.0018333431900171505,Dem (Obama),Dem (Obama),7
south carolina,aiken,42706,25982,0,68688,41157,23953,939,66049,156670,-0.2434777544840438,-0.26422976501305484,Rep (McCain),Rep (Romney),9
south carolina,kershaw,16370,11149,0,27519,15846,10821,359,27026,60166,-0.18972346378865512,-0.188435144560693,Rep (McCain),Rep (Romney),8
south carolina,newberry,9607,6689,0,16296,9218,6891,178,16287,37197,-0.1790623465881198,-0.1444534111366317,Rep (McCain),Rep (Romney),7
south carolina,bamberg,2306,4402,0,6708,2190,4600,64,6854,16139,0.3124627310673822,0.3549337260677467,Dem (Obama),Dem (Obama),4
south carolina,union,7447,5925,0,13372,6566,5748,161,12475,29089,-0.11381992222554592,-0.06642845541659899,Rep (McCain),Rep (Romney),6
south carolina,lancaster,16383,12089,0,28472,19273,13345,392,33010,72302,-0.1508148356279854,-0.18174014347906065,Rep (McCain),Rep (Romney),8
south carolina,horry,63580,38414,0,101994,66653,36620,1311,104584,258267,-0.24674000431397924,-0.2908117320112711,Rep (McCain),Rep (Romney),10
south carolina,spartanburg,61216,39661,0,100877,65951,40920,1456,108327,278167,-0.2136760609455079,-0.23421695314912372,Rep (McCain),Rep (Romney),10
south dakota,mcpherson,915,441,0,1356,921,272,22,1215,2506,-0.3495575221238938,-0.5440067057837384,Rep (McCain),Rep (Romney),1
south dakota,hamlin,1659,1043,0,2702,1803,921,69,2793,5761,-0.22797927461139897,-0.3237885462555066,Rep (McCain),Rep (Romney),2
south dakota,douglas,1293,424,0,1717,1334,332,24,1690,3046,-0.5061153174140943,-0.6014405762304922,Rep (McCain),Rep (Romney),1
south dakota,butte,2818,1304,0,4122,3068,1000,133,4201,9888,-0.3672974284327996,-0.5083579154375615,Rep (McCain),Rep (Romney),3
south dakota,bennett,614,557,0,1171,626,548,29,1203,3441,-0.04867634500426986,-0.06643952299829642,Rep (McCain),Rep (Romney),1
south dakota,tripp,1859,914,0,2773,1905,737,49,2691,5743,-0.3407861521817526,-0.4420893262679788,Rep (McCain),Rep (Romney),2
south dakota,miner,577,605,0,1182,636,479,25,1140,2411,0.023688663282571912,-0.14080717488789238,Dem (Obama),Rep (Romney),1
south dakota,day,1372,1785,0,3157,1320,1497,56,2873,5714,0.13082039911308205,0.06283280085197018,Dem (Obama),Dem (Obama),2
south dakota,roberts,1781,2672,0,4453,1883,2302,71,4256,10033,0.2000898270828655,0.1001194743130227,Dem (Obama),Dem (Obama),3
south dakota,hutchinson,2285,1242,0,3527,2451,923,51,3425,7388,-0.29571874113977886,-0.45287492590397155,Rep (McCain),Rep (Romney),2
south dakota,jones,463,147,0,610,490,108,11,609,1076,-0.5180327868852459,-0.6387959866220736,Rep (McCain),Rep (Romney),1
south dakota,mellette,445,373,0,818,381,375,13,769,2032,-0.08801955990220049,-0.007936507936507936,Rep (McCain),Rep (Romney),1
south dakota,deuel,1088,1054,0,2142,1175,941,55,2171,4373,-0.015873015873015872,-0.11058601134215501,Rep (McCain),Rep (Romney),1
south dakota,codington,6374,5595,0,11969,6696,4588,240,11524,27040,-0.06508480240621606,-0.18681318681318682,Rep (McCain),Rep (Romney),6
south dakota,grant,1951,1786,0,3737,2034,1493,79,3606,7382,-0.044153063955044154,-0.15338814856818825,Rep (McCain),Rep (Romney),2
south dakota,corson,535,837,0,1372,515,647,37,1199,4053,0.22011661807580174,0.11359724612736662,Dem (Obama),Dem (Obama),1
south dakota,stanley,1017,510,0,1527,1063,435,42,1540,2896,-0.3320235756385069,-0.4192256341789052,Rep (McCain),Rep (Romney),1
south dakota,hand,1245,718,0,1963,1242,575,31,1848,3402,-0.2684666327050433,-0.3670886075949367,Rep (McCain),Rep (Romney),1
south dakota,turner,2538,1681,0,4219,2715,1411,84,4210,8368,-0.20312870348423798,-0.31604459524963646,Rep (McCain),Rep (Romney),2
south dakota,perkins,1102,499,0,1601,1205,319,66,1590,2976,-0.37663960024984383,-0.5813648293963255,Rep (McCain),Rep (Romney),1
south dakota,marshall,900,1261,0,2161,889,1061,37,1987,4618,0.16705229060620083,0.0882051282051282,Dem (Obama),Dem (Obama),1
south dakota,clay,2296,3808,0,6104,2146,2955,132,5233,13816,0.24770642201834864,0.15859635365614586,Dem (Obama),Dem (Obama),3
south dakota,ziebach,312,554,0,866,314,439,8,761,2765,0.279445727482679,0.16600265604249667,Dem (Obama),Dem (Obama),1
south dakota,pennington,27592,17787,0,45379,28229,15122,1107,44458,97922,-0.216069106855594,-0.3023459666443681,Rep (McCain),Rep (Romney),9
south dakota,meade,7515,3749,0,11264,7560,2928,323,10811,25156,-0.33433948863636365,-0.4416475972540046,Rep (McCain),Rep (Romney),5
south dakota,kingsbury,1435,1277,0,2712,1451,1092,65,2608,5169,-0.05825958702064897,-0.1411718442784113,Rep (McCain),Rep (Romney),1
south dakota,hyde,547,226,0,773,531,189,13,733,1520,-0.4152652005174644,-0.475,Rep (McCain),Rep (Romney),1
south dakota,charlesmix,2102,1805,0,3907,2229,1482,51,3762,9075,-0.0760174046583056,-0.20129345189975748,Rep (McCain),Rep (Romney),2
south dakota,sully,581,233,0,814,611,186,19,816,1328,-0.4275184275184275,-0.533249686323714,Rep (McCain),Rep (Romney),1
south dakota,haakon,938,186,0,1124,940,138,14,1092,1886,-0.6690391459074733,-0.7439703153988868,Rep (McCain),Rep (Romney),1
south dakota,brookings,6431,7207,0,13638,6219,5826,353,12398,31250,0.05689983868602434,-0.03262764632627646,Dem (Obama),Rep (Romney),6
south dakota,aurora,794,655,0,1449,804,556,40,1400,2739,-0.09592822636300898,-0.18235294117647058,Rep (McCain),Rep (Romney),1
south dakota,minnehaha,39241,39831,0,79072,40330,34668,1567,76565,165799,0.0074615540267098344,-0.07549534654257446,Dem (Obama),Rep (Romney),9
south dakota,jackson,668,435,0,1103,661,426,19,1106,2991,-0.2112420670897552,-0.21619135234590617,Rep (McCain),Rep (Romney),1
south dakota,hanson,1426,961,0,2387,1627,760,29,2416,3382,-0.19480519480519481,-0.36321742773355675,Rep (McCain),Rep (Romney),1
south dakota,faulk,739,426,0,1165,765,331,31,1127,2386,-0.2686695278969957,-0.395985401459854,Rep (McCain),Rep (Romney),1
south dakota,yankton,5039,4837,0,9876,5463,4208,253,9924,22216,-0.020453624949372216,-0.12976941371109502,Rep (McCain),Rep (Romney),5
south dakota,potter,937,482,0,1419,1029,339,13,1381,2380,-0.32064834390415786,-0.5043859649122807,Rep (McCain),Rep (Romney),1
south dakota,moody,1508,1663,0,3171,1535,1429,69,3033,6511,0.048880479344055504,-0.03576248313090418,Dem (Obama),Rep (Romney),2
south dakota,mccook,1646,1219,0,2865,1655,905,53,2613,5639,-0.14904013961605583,-0.29296875,Rep (McCain),Rep (Romney),2
south dakota,buffalo,156,454,0,610,166,472,3,641,1932,0.4885245901639344,0.47962382445141066,Dem (Obama),Dem (Obama),1
south dakota,lyman,894,710,0,1604,933,605,31,1569,3736,-0.11471321695760599,-0.21326397919375814,Rep (McCain),Rep (Romney),1
south dakota,harding,575,135,0,710,638,82,19,739,1250,-0.6197183098591549,-0.7722222222222223,Rep (McCain),Rep (Romney),1
south dakota,todd,571,2208,0,2779,498,1976,23,2497,9575,0.5890608132421734,0.597413096200485,Dem (Obama),Dem (Obama),3
south dakota,spink,1660,1550,0,3210,1670,1300,71,3041,6518,-0.03426791277258567,-0.12457912457912458,Rep (McCain),Rep (Romney),2
south dakota,shannon,330,2967,0,3297,188,2922,20,3130,13437,0.7998180163785259,0.8790996784565916,Dem (Obama),Dem (Obama),3
south dakota,gregory,1423,771,0,2194,1507,599,45,2151,4272,-0.29717411121239745,-0.4311490978157645,Rep (McCain),Rep (Romney),1
south dakota,davison,4731,3554,0,8285,4754,3042,172,7968,19397,-0.1420639710319855,-0.21959979476654695,Rep (McCain),Rep (Romney),5
south dakota,edmunds,1213,819,0,2032,1264,622,50,1936,4047,-0.19389763779527558,-0.3404029692470838,Rep (McCain),Rep (Romney),1
south dakota,beadle,4054,3493,0,7547,4230,2881,152,7263,16829,-0.07433417251888168,-0.1897060891576431,Rep (McCain),Rep (Romney),4
south dakota,fallriver,2347,1335,0,3682,2256,1137,118,3511,7078,-0.2748506246605106,-0.3297966401414677,Rep (McCain),Rep (Romney),2
south dakota,hughes,5298,3037,0,8335,5219,2786,150,8155,16827,-0.2712657468506299,-0.30393504059962523,Rep (McCain),Rep (Romney),4
south dakota,campbell,591,243,0,834,616,153,18,787,1431,-0.4172661870503597,-0.6020806241872562,Rep (McCain),Rep (Romney),1
south dakota,brule,1407,965,0,2372,1499,824,56,2379,5128,-0.18634064080944351,-0.290572535514421,Rep (McCain),Rep (Romney),1
south dakota,walworth,1668,923,0,2591,1731,671,60,2462,5408,-0.2875337707448861,-0.4412989175686928,Rep (McCain),Rep (Romney),2
south dakota,dewey,658,1326,0,1984,663,1207,25,1895,5354,0.33669354838709675,0.2909090909090909,Dem (Obama),Dem (Obama),2
south dakota,custer,2909,1475,0,4384,3062,1335,123,4520,8085,-0.3270985401459854,-0.39276779622469865,Rep (McCain),Rep (Romney),2
south dakota,brown,8067,9041,0,17108,8320,7249,497,16066,36011,0.05693242927285481,-0.06879054531440683,Dem (Obama),Rep (Romney),6
south dakota,union,4310,3243,0,7553,4698,2782,116,7596,13903,-0.14126837018403282,-0.25614973262032087,Rep (McCain),Rep (Romney),4
south dakota,sanborn,667,500,0,1167,688,389,38,1115,2380,-0.143101970865467,-0.2776230269266481,Rep (McCain),Rep (Romney),1
south dakota,lincoln,11803,8642,0,20445,13611,7982,359,21952,41289,-0.15460992907801419,-0.26068633353401566,Rep (McCain),Rep (Romney),7
south dakota,jerauld,535,535,0,1070,538,452,16,1006,2038,0,-0.08686868686868687,Rep (McCain),Rep (Romney),1
south dakota,bonhomme,1712,1367,0,3079,1830,1167,77,3074,7080,-0.1120493666774927,-0.22122122122122123,Rep (McCain),Rep (Romney),2
south dakota,lawrence,6787,4932,0,11719,7025,3973,361,11359,23670,-0.15828995648092842,-0.2775050009092562,Rep (McCain),Rep (Romney),5
south dakota,lake,2993,3033,0,6026,3419,2724,142,6285,11008,0.006637902422834384,-0.11313690379293505,Dem (Obama),Rep (Romney),3
south dakota,clark,1065,830,0,1895,1067,713,41,1821,3702,-0.12401055408970976,-0.19887640449438201,Rep (McCain),Rep (Romney),1
tennessee,sevier,24915,8597,0,33512,25979,7415,462,33856,87507,-0.4869300549057054,-0.5559082469904774,Rep (McCain),Rep (Romney),8
tennessee,gibson,13516,7406,0,20922,12883,6564,220,19667,49015,-0.29203709014434565,-0.32493443718825527,Rep (McCain),Rep (Romney),7
tennessee,scott,4931,1720,0,6651,5117,1452,99,6668,22171,-0.48278454367764245,-0.5579235804536459,Rep (McCain),Rep (Romney),5
tennessee,haywood,3165,4891,0,8056,2960,4567,40,7567,19010,0.21425024826216485,0.21349807360170053,Dem (Obama),Dem (Obama),4
tennessee,dyer,9859,4411,0,14270,9921,3757,122,13800,38174,-0.38177995795374914,-0.4506506799239655,Rep (McCain),Rep (Romney),7
tennessee,decatur,3178,1595,0,4773,2873,1302,73,4248,11716,-0.33165723863398283,-0.3762874251497006,Rep (McCain),Rep (Romney),3
tennessee,shelby,143422,253633,0,397055,135536,232201,3012,370749,922696,0.2775711173515004,0.262864492830474,Dem (Obama),Dem (Obama),10
tennessee,polk,4267,2124,0,6391,4108,1856,95,6059,16690,-0.335315287122516,-0.37759892689470154,Rep (McCain),Rep (Romney),4
tennessee,williamson,64843,27879,0,92722,68090,24328,1188,93606,174260,-0.39865404111214164,-0.4735224739769309,Rep (McCain),Rep (Romney),9
tennessee,hawkins,14745,5924,0,20669,14376,5086,327,19789,56562,-0.4267743964391117,-0.4773404583290515,Rep (McCain),Rep (Romney),8
tennessee,hancock,1587,604,0,2191,1527,475,44,2046,6782,-0.44865358283888634,-0.5254745254745254,Rep (McCain),Rep (Romney),2
tennessee,carter,15849,5587,0,21436,15496,4786,325,20607,57710,-0.47872737451016983,-0.5280544325017257,Rep (McCain),Rep (Romney),8
tennessee,hickman,4784,3563,0,8347,4756,2693,146,7595,24506,-0.14628010063495867,-0.27694992616458586,Rep (McCain),Rep (Romney),5
tennessee,marion,6746,4506,0,11252,6268,3952,184,10404,28123,-0.19907571987202274,-0.22661448140900195,Rep (McCain),Rep (Romney),6
tennessee,greene,17148,7107,0,24255,17234,6216,487,23937,68172,-0.4139764996907854,-0.4698507462686567,Rep (McCain),Rep (Romney),8
tennessee,bledsoe,3166,1517,0,4683,3022,1267,70,4359,12946,-0.3521247063847961,-0.4091862905106085,Rep (McCain),Rep (Romney),3
tennessee,anderson,19614,11385,0,30999,18941,10112,568,29621,74257,-0.265460176134714,-0.3038928854163081,Rep (McCain),Rep (Romney),8
tennessee,dickson,11672,7504,0,19176,11287,6228,306,17821,48712,-0.21735502711722987,-0.2888381387382244,Rep (McCain),Rep (Romney),7
tennessee,moore,2010,881,0,2891,2053,705,41,2799,6266,-0.3905223106191629,-0.4887599709934735,Rep (McCain),Rep (Romney),2
tennessee,trousdale,1687,1474,0,3161,1610,1238,53,2901,7751,-0.06738373932299906,-0.1306179775280899,Rep (McCain),Rep (Romney),2
tennessee,grainger,5297,2065,0,7362,5469,1668,113,7250,22419,-0.43901113827764193,-0.5325767129045818,Rep (McCain),Rep (Romney),5
tennessee,cannon,3320,2010,0,5330,3308,1560,100,4968,13631,-0.24577861163227016,-0.3590797041906327,Rep (McCain),Rep (Romney),3
tennessee,lewis,2951,1803,0,4754,3116,1445,130,4691,12003,-0.24148085822465293,-0.36636702477526856,Rep (McCain),Rep (Romney),3
tennessee,fentress,4789,1831,0,6620,5240,1559,91,6890,17777,-0.44682779456193356,-0.5414031475216944,Rep (McCain),Rep (Romney),4
tennessee,vanburen,1293,849,0,2142,1384,875,39,2298,5503,-0.20728291316526612,-0.22532093846834883,Rep (McCain),Rep (Romney),2
tennessee,overton,4495,3418,0,7913,4772,2802,83,7657,21777,-0.13610514343485403,-0.2601003432796409,Rep (McCain),Rep (Romney),5
tennessee,robertson,17903,9318,0,27221,17641,8289,355,26285,64347,-0.3153815069248007,-0.3606633243347474,Rep (McCain),Rep (Romney),8
tennessee,pickett,1786,854,0,2640,1707,711,28,2446,5072,-0.353030303030303,-0.4119106699751861,Rep (McCain),Rep (Romney),1
tennessee,henderson,7669,3021,0,10690,7418,2516,117,10051,27518,-0.43479887745556595,-0.49345681497886046,Rep (McCain),Rep (Romney),6
tennessee,bedford,10215,5026,0,15241,10026,4207,200,14433,44172,-0.34046322419788727,-0.40883861448745873,Rep (McCain),Rep (Romney),7
tennessee,meigs,2795,1371,0,4166,2728,1163,67,3958,11581,-0.3418146903504561,-0.4022102287329735,Rep (McCain),Rep (Romney),3
tennessee,bradley,28324,9353,0,37677,27417,8035,504,35956,97192,-0.5035167343472144,-0.5467110459212456,Rep (McCain),Rep (Romney),9
tennessee,wilson,33767,15462,0,49229,36076,14669,692,51437,109563,-0.3718336752727051,-0.421854369888659,Rep (McCain),Rep (Romney),9
tennessee,chester,4586,1794,0,6380,4672,1622,102,6396,16793,-0.43761755485893417,-0.484588496981252,Rep (McCain),Rep (Romney),4
tennessee,weakley,8853,4594,0,13447,8601,3547,184,12332,34557,-0.3167249200565182,-0.4160355614092855,Rep (McCain),Rep (Romney),6
tennessee,marshall,6755,4319,0,11074,6823,3722,184,10729,29902,-0.21997471554993678,-0.29407302038880984,Rep (McCain),Rep (Romney),6
tennessee,macon,5145,2060,0,7205,5259,1552,93,6904,21934,-0.42817487855655795,-0.5442666275143151,Rep (McCain),Rep (Romney),5
tennessee,davidson,102702,158032,0,260734,94464,138899,4009,237372,612884,0.2122086110748886,0.1904115048229582,Dem (Obama),Dem (Obama),10
tennessee,clay,1674,1248,0,2922,1747,1037,36,2820,7888,-0.1457905544147844,-0.2550287356321839,Rep (McCain),Rep (Romney),2
tennessee,carroll,7454,3980,0,11434,7219,3475,151,10845,28644,-0.3038306804267973,-0.3501028614176174,Rep (McCain),Rep (Romney),6
tennessee,rhea,8033,2905,0,10938,7793,2625,160,10578,31215,-0.4688242823185226,-0.49606450374352085,Rep (McCain),Rep (Romney),6
tennessee,mcminn,12984,5539,0,18523,12958,4603,257,17818,52075,-0.4019327322787885,-0.475770172541427,Rep (McCain),Rep (Romney),7
tennessee,humphreys,3818,3600,0,7418,3829,2904,127,6860,18416,-0.029387975195470477,-0.13738303876429525,Rep (McCain),Rep (Romney),4
tennessee,grundy,2561,1969,0,4530,2502,1637,78,4217,13910,-0.13068432671081678,-0.20898767818313602,Rep (McCain),Rep (Romney),4
tennessee,dekalb,4085,2832,0,6917,4134,2168,104,6406,18569,-0.1811478964869163,-0.3119644557283402,Rep (McCain),Rep (Romney),4
tennessee,houston,1608,1678,0,3286,1579,1400,48,3027,8286,0.02130249543517955,-0.06008727760993622,Dem (Obama),Rep (Romney),2
tennessee,henry,8182,5152,0,13334,8187,4337,207,12731,32042,-0.2272386380680966,-0.30740977323538804,Rep (McCain),Rep (Romney),6
tennessee,blount,35553,15252,0,50805,35417,12925,858,49200,121140,-0.39958665485680545,-0.465268296719209,Rep (McCain),Rep (Romney),9
tennessee,jackson,2185,2284,0,4469,2380,1736,62,4178,11491,0.02215260684716939,-0.1564625850340136,Dem (Obama),Rep (Romney),3
tennessee,hamblen,15501,6804,0,22305,14515,5229,276,20020,61857,-0.3899125756556826,-0.47032009724473256,Rep (McCain),Rep (Romney),8
tennessee,claiborne,7174,3078,0,10252,7617,2433,128,10178,31901,-0.3995317986734296,-0.5158208955223881,Rep (McCain),Rep (Romney),6
tennessee,washington,32216,15894,0,48110,32787,14318,898,48003,119768,-0.339264186239867,-0.39208152000849167,Rep (McCain),Rep (Romney),9
tennessee,monroe,11478,5049,0,16527,11717,4368,235,16320,44015,-0.3889998184788528,-0.45688529686042895,Rep (McCain),Rep (Romney),7
tennessee,hardin,7076,2794,0,9870,7886,2467,142,10495,25995,-0.4338399189463019,-0.5234231623683956,Rep (McCain),Rep (Romney),6
tennessee,mcnairy,7134,3131,0,10265,7010,2643,156,9809,25760,-0.38996590355577204,-0.45239821817051695,Rep (McCain),Rep (Romney),5
tennessee,jefferson,13092,5177,0,18269,13037,4230,298,17565,50600,-0.4332475778641414,-0.5100480685701049,Rep (McCain),Rep (Romney),7
tennessee,benton,3695,2644,0,6339,3850,2255,118,6223,16456,-0.16579902192774887,-0.26126126126126126,Rep (McCain),Rep (Romney),4
tennessee,cocke,8945,3339,0,12284,8459,2804,187,11450,35473,-0.45636600455877563,-0.5020864778478203,Rep (McCain),Rep (Romney),6
tennessee,sumner,44947,21486,0,66433,45979,18571,784,65334,155592,-0.35315280056598375,-0.4246010844306739,Rep (McCain),Rep (Romney),9
tennessee,maury,20282,13057,0,33339,20698,11819,472,32989,79029,-0.21671315876301028,-0.2730571700956423,Rep (McCain),Rep (Romney),8
tennessee,hamilton,81666,64205,0,145871,79877,58794,3649,142320,328960,-0.11970165420131486,-0.15203611425604488,Rep (McCain),Rep (Romney),10
tennessee,sequatchie,3606,1717,0,5323,3541,1488,112,5141,13814,-0.3548750704489949,-0.40823225293298865,Rep (McCain),Rep (Romney),3
tennessee,warren,8558,5515,0,14073,8007,4748,253,13008,39539,-0.21622965963191929,-0.2555076440611525,Rep (McCain),Rep (Romney),7
tennessee,rutherford,59850,40412,0,100262,60829,36400,1587,98816,250517,-0.19387205521533582,-0.2512521984181674,Rep (McCain),Rep (Romney),10
tennessee,morgan,4717,1969,0,6686,4668,1722,110,6500,21664,-0.41100807657792404,-0.4610328638497653,Rep (McCain),Rep (Romney),5
tennessee,unicoi,5011,2106,0,7117,5028,1909,141,7078,18257,-0.40817760292257976,-0.44961799048580076,Rep (McCain),Rep (Romney),4
tennessee,putnam,17098,9735,0,26833,17242,7793,444,25479,70570,-0.27440092423508367,-0.3774315957659277,Rep (McCain),Rep (Romney),8
tennessee,cumberland,17436,7889,0,25325,18651,6260,333,25244,54977,-0.3769792694965449,-0.49741078238529163,Rep (McCain),Rep (Romney),8
tennessee,obion,8873,4308,0,13181,8814,3320,162,12296,31905,-0.3463318412867006,-0.4527773199274765,Rep (McCain),Rep (Romney),6
tennessee,lauderdale,4933,4322,0,9255,4616,4010,62,8688,27745,-0.06601836844948676,-0.07025272432181776,Rep (McCain),Rep (Romney),6
tennessee,johnson,4620,1837,0,6457,4611,1483,100,6194,18190,-0.43100511073253833,-0.5132917623892354,Rep (McCain),Rep (Romney),4
tennessee,cheatham,10697,5497,0,16194,10266,4656,255,15177,38809,-0.321106582684945,-0.37595496582227583,Rep (McCain),Rep (Romney),7
tennessee,fayette,12158,6888,0,19046,12682,6683,197,19562,37458,-0.2766985193741468,-0.30978569584301574,Rep (McCain),Rep (Romney),7
tennessee,coffee,13239,7128,0,20367,13013,5865,364,19242,52344,-0.30004418912947417,-0.3786418052759826,Rep (McCain),Rep (Romney),8
tennessee,wayne,4075,1355,0,5430,4251,1163,70,5484,17016,-0.5009208103130756,-0.5703731067602512,Rep (McCain),Rep (Romney),4
tennessee,sullivan,44802,18346,0,63148,43528,15303,1002,59833,155815,-0.41895230252739596,-0.47976406996311466,Rep (McCain),Rep (Romney),9
tennessee,campbell,6535,3866,0,10401,8602,3327,168,12097,40623,-0.2566099413517931,-0.4421996814485707,Rep (McCain),Rep (Romney),7
tennessee,smith,4561,2990,0,7551,4492,2467,122,7081,19035,-0.2080519136538207,-0.2909900847822963,Rep (McCain),Rep (Romney),4
tennessee,madison,23289,20027,0,43316,21989,18360,342,40691,97378,-0.07530704589528119,-0.08994027113435277,Rep (McCain),Rep (Romney),9
tennessee,crockett,3749,1818,0,5567,3782,1669,46,5497,14524,-0.346865457158254,-0.3876352962759127,Rep (McCain),Rep (Romney),4
tennessee,knox,109847,67923,0,177770,106411,57594,3325,167330,423748,-0.23583281768577374,-0.2976555592817292,Rep (McCain),Rep (Romney),10
tennessee,montgomery,30103,25634,0,55737,30159,24349,916,55424,163603,-0.08018013168990078,-0.10658985836941366,Rep (McCain),Rep (Romney),9
tennessee,franklin,10533,6609,0,17142,10252,5594,253,16099,41054,-0.2289114455722786,-0.2939543102360217,Rep (McCain),Rep (Romney),7
tennessee,tipton,17114,7911,0,25025,16395,7020,267,23682,59689,-0.36775224775224774,-0.40038436899423446,Rep (McCain),Rep (Romney),8
tennessee,stewart,2956,2470,0,5426,2963,2069,83,5115,13133,-0.08956874308883155,-0.17766295707472177,Rep (McCain),Rep (Romney),3
tennessee,perry,1596,1329,0,2925,1578,992,51,2621,7778,-0.09128205128205129,-0.22801556420233463,Rep (McCain),Rep (Romney),2
tennessee,giles,6902,4614,0,11516,6914,3759,124,10797,29558,-0.19868009725599167,-0.2956057340953809,Rep (McCain),Rep (Romney),6
tennessee,union,4461,1828,0,6289,4278,1474,68,5820,19088,-0.4186675147082207,-0.4874826147426982,Rep (McCain),Rep (Romney),5
