state_name,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
New Jersey,Essex County,83908,224596,313283,-140688,0.2678345138421172,0.7169109080288429,-0.44907639418672574
New Jersey,Gloucester County,83326,78708,164635,4618,0.5061256719409603,0.4780757433109606,0.02804992862999966
New Jersey,Hudson County,79913,144765,231181,-64852,0.3456728710404402,0.6261976546515501,-0.2805247836111099
New Jersey,Hunterdon County,42391,36995,80925,5396,0.5238307074451652,0.45715168365770775,0.06667902378745749
New Jersey,Mercer County,52274,107558,163270,-55284,0.3201690451399522,0.6587738102529552,-0.338604765113003
New Jersey,Middlesex County,162459,191802,365187,-29343,0.4448652334283531,0.5252158483188065,-0.08035061489045336
New Jersey,Monmouth County,197409,156382,360143,41027,0.5481405997062277,0.43422196183182793,0.11391863787439982
New Jersey,Morris County,143439,135672,284666,7767,0.5038852550005972,0.4766006477766927,0.02728460722390452
New Jersey,Ocean County,227232,105789,337135,121443,0.6740089281741736,0.3137882450650333,0.3602206831091403
New Jersey,Passaic County,100954,95156,202767,5798,0.497881805224716,0.4692874087006269,0.02859439652408918
New Jersey,Salem County,18229,12275,31001,5954,0.5880132898938744,0.3959549691945421,0.19205832069933224
New Jersey,Somerset County,74101,98790,177412,-24689,0.4176774964489437,0.556839447162537,-0.13916195071359327
New Jersey,Sussex County,52123,31019,84629,21104,0.6158999870020915,0.36652920393718463,0.24937078306490684
New Jersey,Union County,89063,147327,240632,-58264,0.37012118089032214,0.6122502410319492,-0.2421290601416271
New Jersey,Warren County,35772,23318,60150,12454,0.594713216957606,0.38766417290108063,0.2070490440565254
New Mexico,Bernalillo County,118762,184117,310844,-65355,0.3820630284000978,0.592313186035439,-0.2102501576353412
New Mexico,Catron County,1752,571,2357,1181,0.7433177768349597,0.2422571064913025,0.5010606703436572
New Mexico,Chaves County,15894,5941,22200,9953,0.715945945945946,0.2676126126126126,0.44833333333333336
New Mexico,Cibola County,4311,4450,8977,-139,0.4802272474100479,0.49571126211429206,-0.01548401470424415
New Mexico,Colfax County,3252,2436,5813,816,0.5594357474625838,0.4190607259590573,0.14037502150352654
New Mexico,Curry County,10714,4230,15223,6484,0.7038034552979044,0.2778690139919858,0.4259344413059186
New Mexico,De Baca County,649,206,874,443,0.7425629290617849,0.23569794050343248,0.5068649885583524
New Mexico,Doña Ana County,37594,45937,85407,-8343,0.4401746929408597,0.5378598943880478,-0.09768520144718816
New Mexico,Eddy County,18141,5032,23472,13109,0.7728783231083844,0.2143830947511929,0.5584952283571916
New Mexico,Grant County,6580,7301,14224,-721,0.4625984251968504,0.5132874015748031,-0.05068897637795272
New Mexico,Guadalupe County,945,959,1938,-14,0.48761609907120745,0.49484004127966974,-0.00722394220846228
New Mexico,Harding County,297,128,431,169,0.6890951276102089,0.29698375870069604,0.3921113689095128
New Mexico,Hidalgo County,1140,705,1862,435,0.6122448979591837,0.378625134264232,0.2336197636949517
New Mexico,Lea County,16997,3930,21209,13067,0.8014050638879721,0.18529869395068133,0.6161063699372907
New Mexico,Lincoln County,6942,3033,10165,3909,0.6829316281357599,0.2983767830791933,0.3845548450565666
New Mexico,Los Alamos County,4047,7726,12187,-3679,0.3320751620579306,0.6339542135061951,-0.3018790514482645
New Mexico,Luna County,4698,3176,8056,1522,0.5831678252234359,0.394240317775571,0.1889275074478649
New Mexico,McKinley County,9364,15711,25867,-6347,0.3620056442571616,0.6073761936057525,-0.2453705493485908
New Mexico,Mora County,1010,1439,2487,-429,0.40611178126256536,0.5786087655810213,-0.1724969843184559
New Mexico,Otero County,15117,8582,24242,6535,0.6235871627753485,0.3540136952396667,0.26957346753568184
New Mexico,Quay County,2570,1055,3704,1515,0.6938444924406048,0.28482721382289417,0.4090172786177106
New Mexico,Rio Arriba County,6268,9373,15989,-3105,0.39201951341547314,0.5862155231721808,-0.1941960097567077
New Mexico,Roosevelt County,4687,1820,6639,2867,0.7059798162373851,0.2741376713360446,0.43184214490134054
New Mexico,Sandoval County,36605,41205,79540,-4600,0.4602087000251446,0.5180412371134021,-0.05783253708825753
New Mexico,San Juan County,34264,17464,52926,16800,0.647394475305143,0.3299701469976949,0.31742432830744816
New Mexico,San Miguel County,3887,6985,11108,-3098,0.34992797983435364,0.628826071299964,-0.2788980914656104
New Mexico,Santa Fe County,20457,61405,83719,-40948,0.24435313369724912,0.7334655215661917,-0.4891123878689426
New Mexico,Sierra County,3473,2332,5953,1141,0.5834033260540904,0.3917352595330086,0.1916680665210818
New Mexico,Socorro County,3651,3384,7233,267,0.504769805060141,0.46785566155122355,0.03691414350891747
New Mexico,Taos County,4139,12038,16636,-7899,0.2487977879297908,0.7236114450589084,-0.4748136571291176
New Mexico,Torrance County,4880,2144,7179,2736,0.6797604123136927,0.2986488368853601,0.38111157542833257
New Mexico,Union County,1247,378,1665,869,0.7489489489489489,0.22702702702702704,0.5219219219219219
New Mexico,Valencia County,19057,13609,33277,5448,0.5726778255251375,0.40896114433392433,0.16371668119121313
New York,Albany County,54560,92589,147149,-38029,0.37078063731319955,0.6292193626868005,-0.2584387253736009
New York,Allegany County,13826,5483,19309,8343,0.7160391527267077,0.28396084727329224,0.43207830545341547
New York,Bronx County,98174,261670,359844,-163496,0.27282377919320594,0.727176220806794,-0.45435244161358807
New York,Broome County,44763,45142,89905,-379,0.4978922195650965,0.5021077804349036,-0.00421556086980706
New York,Cattaraugus County,22586,11424,34010,11162,0.6640987944722141,0.33590120552778596,0.32819758894442813
New York,Cayuga County,20482,15772,36254,4710,0.5649583494235119,0.43504165057648814,0.12991669884702373
New York,Chautauqua County,34528,22085,56613,12443,0.609895253740307,0.390104746259693,0.21979050748061396
New York,Chemung County,21861,15572,37433,6289,0.5840034194427377,0.4159965805572623,0.1680068388854754
New York,Chenango County,14294,8177,22471,6117,0.6361087624048773,0.3638912375951226,0.27221752480975475
New York,Clinton County,18247,17478,35725,769,0.5107627711686494,0.48923722883135057,0.02152554233729886
New York,Columbia County,15168,20396,35564,-5228,0.4264987065571927,0.5735012934428073,-0.14700258688561463
New York,Cortland County,11706,10290,21996,1416,0.5321876704855428,0.4678123295144572,0.06437534097108566
New York,Delaware County,13789,9237,23026,4552,0.5988447841570399,0.40115521584296016,0.19768956831407977
New York,Dutchess County,71778,79994,151772,-8216,0.47293308383628074,0.5270669161637193,-0.05413383232743851
New York,Erie County,204774,248651,453425,-43877,0.4516160335226333,0.5483839664773668,-0.09676793295473346
New York,Essex County,9533,9629,19162,-96,0.4974950422711617,0.5025049577288383,-0.00500991545767665
New York,Franklin County,10569,8821,19390,1748,0.545074780814853,0.454925219185147,0.09014956162970604
New York,Fulton County,16237,7666,23903,8571,0.6792871187717023,0.3207128812282977,0.3585742375434046
New York,Genesee County,18997,9367,28364,9630,0.6697574390071922,0.3302425609928078,0.3395148780143844
New York,Greene County,14702,10436,25138,4266,0.5848516190627735,0.4151483809372265,0.169703238125547
New York,Hamilton County,2223,1211,3434,1012,0.6473500291205592,0.3526499708794409,0.2947000582411183
New York,Herkimer County,19557,9110,28667,10447,0.6822129975232846,0.3177870024767154,0.3644259950465692
New York,Jefferson County,26417,16326,42743,10091,0.618042720445453,0.38195727955454695,0.2360854408909061
New York,Kings County,233964,601265,835229,-367301,0.28011958397038417,0.7198804160296158,-0.43976083205923167
New York,Lewis County,9353,3600,12953,5753,0.7220721068478345,0.27792789315216554,0.444144213695669
New York,Livingston County,18780,12148,30928,6632,0.6072167615106053,0.3927832384893947,0.2144335230212106
New York,Madison County,19025,14629,33654,4396,0.565311701432222,0.4346882985677779,0.13062340286444402
New York,Monroe County,145940,214757,360697,-68817,0.4046055276312251,0.5953944723687749,-0.19078894473754976
New York,Montgomery County,13286,7356,20642,5930,0.643639182249782,0.356360817750218,0.287278364499564
New York,Nassau County,368117,338424,706541,29693,0.5210129348473762,0.47898706515262385,0.04202586969475236
New York,New York County,113921,533782,647703,-419861,0.17588462613265649,0.8241153738673436,-0.6482307477346871
New York,Niagara County,58678,43438,102116,15240,0.5746210192330291,0.4253789807669709,0.1492420384660582
New York,Oneida County,60687,39415,100102,21272,0.6062516233441889,0.3937483766558111,0.21250324668837783
New York,Onondaga County,93916,133155,227071,-39239,0.41359750914912075,0.5864024908508793,-0.1728049817017585
New York,Ontario County,30221,29520,59741,701,0.5058669925177014,0.4941330074822986,0.01173398503540279
New York,Orange County,94936,80253,175189,14683,0.5419061699079281,0.458093830092072,0.08381233981585606
New York,Orleans County,12659,5366,18025,7293,0.7023023578363384,0.29769764216366157,0.40460471567267686
New York,Oswego County,33548,20483,54031,13065,0.6209028150506191,0.37909718494938094,0.24180563010123812
New York,Otsego County,15256,13031,28287,2225,0.5393290203980627,0.46067097960193726,0.07865804079612548
New York,Putnam County,31553,23956,55509,7597,0.5684303446287989,0.43156965537120107,0.13686068925759787
New York,Queens County,264628,437282,701910,-172654,0.3770112977447251,0.6229887022552749,-0.24597740451054984
New York,Rensselaer County,38601,39668,78269,-1067,0.4931837636867725,0.5068162363132275,-0.01363247262645495
New York,Richmond County,128151,69345,197496,58806,0.6488789646372585,0.35112103536274153,0.29775792927451694
New York,Rockland County,83543,65880,149423,17663,0.5591040201307697,0.4408959798692303,0.11820804026153936
New York,St. Lawrence County,25919,18010,43929,7909,0.5900202599649434,0.40997974003505655,0.1800405199298869
New York,Saratoga County,63940,66321,130261,-2381,0.4908606566815854,0.5091393433184146,-0.01827868663682919
New York,Schenectady County,31975,39733,71708,-7758,0.44590561722541416,0.5540943827745858,-0.10818876554917162
New York,Schoharie County,10423,5547,15970,4876,0.6526612398246713,0.3473387601753287,0.30532247964934256
New York,Schuyler County,5717,3736,9453,1981,0.6047815508304242,0.39521844916957577,0.2095631016608484
New York,Seneca County,8379,6610,14989,1769,0.5590099406231236,0.4409900593768763,0.11801988124624724
New York,Steuben County,29777,15413,45190,14364,0.6589289665855278,0.3410710334144722,0.3178579331710556
New York,Suffolk County,417549,341812,759361,75737,0.5498689029328606,0.4501310970671394,0.09973780586572129
New York,Sullivan County,20386,14549,34935,5837,0.5835408616001145,0.4164591383998855,0.16708172320022902
New York,Tioga County,15038,9437,24475,5601,0.6144228804902963,0.3855771195097038,0.22884576098059245
New York,Tompkins County,11354,34631,45985,-23277,0.2469065999782538,0.7530934000217462,-0.5061868000434924
New York,Ulster County,39743,57974,97717,-18231,0.4067153105396195,0.5932846894603805,-0.18656937892076095
New York,Warren County,18606,17099,35705,1507,0.5211034869065957,0.4788965130934043,0.04220697381319138
New York,Washington County,17268,11224,28492,6044,0.6060648603116664,0.39393513968833355,0.21212972062333285
New York,Wayne County,27286,17056,44342,10230,0.6153533895629426,0.3846466104370574,0.2307067791258852
New York,Westchester County,167795,287434,455229,-119639,0.3685947072791935,0.6314052927208065,-0.26281058544161295
New York,Wyoming County,14112,4929,19041,9183,0.7411375452969907,0.2588624547030093,0.48227509059398144
New York,Yates County,6098,4401,10499,1697,0.5808172206876845,0.41918277931231546,0.16163444137536903
North Carolina,Alamance County,47937,40624,89568,7313,0.5352023043944266,0.4535548410146481,0.08164746337977852
North Carolina,Alexander County,16404,4060,20625,12344,0.7953454545454546,0.19684848484848488,0.5984969696969697
North Carolina,Alleghany County,4900,1533,6480,3367,0.7561728395061729,0.23657407407407408,0.5195987654320988
North Carolina,Anson County,5525,5253,10859,272,0.5087945483009485,0.48374620130767104,0.02504834699327746
North Carolina,Ashe County,11629,4431,16187,7198,0.7184160128498177,0.2737381849632421,0.4446778278865756
North Carolina,Avery County,7181,2220,9468,4961,0.7584495141529362,0.23447401774397972,0.5239754964089565
North Carolina,Beaufort County,17296,9049,26521,8247,0.6521624373138267,0.34120131216771615,0.3109611251461106
North Carolina,Bertie County,3840,5279,9170,-1439,0.4187568157033806,0.5756815703380589,-0.1569247546346783
North Carolina,Bladen County,10035,6620,16743,3415,0.5993549543092636,0.39538911784029146,0.2039658364689721
North Carolina,Brunswick County,67658,40557,109049,27101,0.6204366844262671,0.37191537749085274,0.24852130693541435
North Carolina,Buncombe County,59016,98662,159885,-39646,0.3691153016230416,0.6170810269881477,-0.24796572536510617
North Carolina,Burke County,32130,13272,45733,18858,0.7025561410797455,0.2902061968381694,0.4123499442415761
North Carolina,Cabarrus County,63746,54494,119820,9252,0.5320146886997162,0.4547988649641128,0.07721582373560343
North Carolina,Caldwell County,33009,10146,43451,22863,0.7596833214425445,0.2335044072633541,0.5261789141791904
North Carolina,Camden County,4716,1522,6292,3194,0.7495232040686586,0.24189446916719645,0.5076287349014621
North Carolina,Carteret County,32508,12813,45693,19695,0.7114437660035454,0.2804149432079312,0.4310288227956142
North Carolina,Caswell County,7445,4493,12025,2952,0.6191268191268191,0.3736382536382537,0.24548856548856543
North Carolina,Catawba County,59577,26569,86885,33008,0.6856994878287391,0.3057950164009898,0.3799044714277493
North Carolina,Chatham County,22507,29014,52098,-6507,0.4320127452109486,0.5569119735882375,-0.1248992283772889
North Carolina,Cherokee County,13883,3686,17748,10197,0.782228983547442,0.20768537299977463,0.5745436105476673
North Carolina,Chowan County,4587,2895,7533,1692,0.6089207487056949,0.3843090402230187,0.2246117084826762
North Carolina,Clay County,5761,1899,7708,3862,0.7474052932018682,0.24636741048261543,0.5010378827192528
North Carolina,Cleveland County,34654,16603,51602,18051,0.671563117708616,0.3217510949188016,0.3498120227898144
North Carolina,Columbus County,17592,8648,26363,8944,0.6672988658346926,0.32803550430527634,0.3392633615294162
North Carolina,Craven County,33477,22011,56028,11466,0.5975048190190619,0.3928571428571429,0.2046476761619191
North Carolina,Cumberland County,59840,78631,140175,-18791,0.4268949527376494,0.5609488139825218,-0.13405386124487245
North Carolina,Currituck County,13235,4604,18010,8631,0.7348695169350361,0.25563575791227094,0.4792337590227651
North Carolina,Dare County,14792,10074,25115,4718,0.5889707346207446,0.4011148715906829,0.1878558630300617
North Carolina,Davidson County,67959,24150,93091,43809,0.7300276073949147,0.2594235747816653,0.4706040326132494
North Carolina,Davie County,19398,6988,26704,12410,0.7264080287597364,0.26168364289994006,0.4647243858597963
North Carolina,Duplin County,14677,8057,22864,6620,0.6419261721483555,0.35238803358992304,0.2895381385584324
North Carolina,Durham County,32853,144450,180189,-111597,0.18232522518022745,0.8016582588282304,-0.619333033648003
North Carolina,Edgecombe County,9355,14900,24416,-5545,0.3831503931847969,0.6102555701179554,-0.22710517693315851
North Carolina,Forsyth County,87292,114145,203928,-26853,0.4280530383272528,0.5597318661488369,-0.13167882782158408
North Carolina,Franklin County,23938,18167,42526,5771,0.5629026948219913,0.4271974791892019,0.13570521563278937
North Carolina,Gaston County,73828,44062,118959,29766,0.6206171874343261,0.3703965231718491,0.250220664262477
North Carolina,Gates County,3538,2268,5860,1270,0.6037542662116041,0.3870307167235495,0.2167235494880546
North Carolina,Graham County,3883,839,4769,3044,0.8142168169427553,0.1759278674774586,0.6382889494652967
North Carolina,Granville County,17383,14365,32044,3018,0.5424728498314817,0.4482898514542504,0.09418299837723126
North Carolina,Greene County,4965,3437,8442,1528,0.5881307746979388,0.4071310116086235,0.1809997630893153
North Carolina,Guilford County,109077,171118,284114,-62041,0.3839198349958115,0.6022864061609072,-0.21836657116509567
North Carolina,Halifax County,9778,14014,23938,-4236,0.4084718857047373,0.5854290249812014,-0.17695713927646417
North Carolina,Harnett County,39440,23472,63597,15968,0.6201550387596899,0.369074012925138,0.25108102583455194
North Carolina,Haywood County,23393,13913,37724,9480,0.6201092142932881,0.368810306436221,0.25129890785706716
North Carolina,Henderson County,39497,29361,69651,10136,0.5670701066747067,0.42154455786708017,0.14552554880762653
North Carolina,Hertford County,3561,6191,9819,-2630,0.36266422242590896,0.630512272125471,-0.26784804969956205
North Carolina,Hoke County,10547,11896,22724,-1349,0.4641348354163,0.5234993839112833,-0.05936454849498329
North Carolina,Hyde County,1465,931,2417,534,0.6061232933388498,0.385188249896566,0.22093504344228387
North Carolina,Iredell County,72801,36739,110560,36062,0.65847503617945,0.3322992040520984,0.32617583212735163
North Carolina,Jackson County,11796,9746,21864,2050,0.539517014270033,0.44575557994877424,0.09376143432125872
North Carolina,Johnston County,74878,48116,124360,26762,0.6021067867481505,0.3869089739466066,0.21519781280154393
North Carolina,Jones County,3409,2007,5458,1402,0.6245877610846464,0.3677171124954195,0.25687064858922687
North Carolina,Lee County,17489,12245,30007,5244,0.5828306728430033,0.4080714499950012,0.1747592228480021
North Carolina,Lenoir County,14564,12700,27465,1864,0.530274895321318,0.4624066994356454,0.06786819588567261
North Carolina,Lincoln County,40183,14842,55433,25341,0.7248931142099472,0.2677466491079321,0.45714646510201506
North Carolina,McDowell County,17520,5911,23600,11609,0.7423728813559322,0.25046610169491523,0.4919067796610169
North Carolina,Macon County,14981,6675,21846,8306,0.6857548292593609,0.30554792639384787,0.38020690286551306
North Carolina,Madison County,8275,5090,13561,3185,0.6102057370400413,0.3753410515448713,0.23486468549517003
North Carolina,Martin County,6601,5360,12028,1241,0.5488027934818757,0.4456268706351846,0.10317592284669108
North Carolina,Mecklenburg County,187770,376454,573679,-188684,0.32730847738892305,0.6562101802576005,-0.3289017028686774
North Carolina,Mitchell County,6843,1915,8821,4928,0.7757623852170956,0.21709556739598684,0.5586668178211087
North Carolina,Montgomery County,9044,4055,13188,4989,0.6857749469214437,0.30747649378222625,0.37829845313921745
North Carolina,Moore County,39617,21436,61590,18181,0.6432375385614548,0.34804351355739566,0.29519402500405917
North Carolina,Nash County,26431,25508,52364,923,0.5047551753112826,0.4871285616072111,0.01762661370407148
North Carolina,New Hanover County,67949,68814,138243,-865,0.49151855790166593,0.49777565591024503,-0.00625709800857909
North Carolina,Northampton County,3905,5239,9197,-1334,0.42459497662281176,0.5696422746547787,-0.14504729803196692
North Carolina,Onslow County,54960,25684,81476,29276,0.6745544700279837,0.3152339339191909,0.35932053610879283
North Carolina,Orange County,20806,65444,87426,-44638,0.237984123716057,0.7485645002630796,-0.5105803765470226
North Carolina,Pamlico County,5229,2676,7961,2553,0.6568270317799272,0.3361386760457229,0.3206883557342043
North Carolina,Pasquotank County,10537,9549,20277,988,0.5196528086008778,0.4709276520195295,0.04872515658134829
North Carolina,Pender County,26042,12460,38837,13582,0.6705461286917115,0.3208280763189742,0.3497180523727373
North Carolina,Perquimans County,5278,2269,7640,3009,0.6908376963350785,0.29698952879581153,0.393848167539267
North Carolina,Person County,13509,8295,21993,5214,0.6142408948301732,0.37716546173782567,0.23707543309234752
North Carolina,Pitt County,40403,45595,86924,-5192,0.46480833831853113,0.5245386774653721,-0.05973033914684095
North Carolina,Polk County,8107,4827,13032,3280,0.6220841006752609,0.3703959484346225,0.2516881522406384
North Carolina,Randolph County,59357,15951,75841,43406,0.7826505452196042,0.21032159386084048,0.5723289513587637
North Carolina,Richmond County,11931,7787,19848,4144,0.6011185006045949,0.3923317210802096,0.20878677952438535
North Carolina,Robeson County,29647,16728,46677,12919,0.6351522162949632,0.358377787775564,0.2767744285193992
North Carolina,Rockingham County,33447,15676,49492,17771,0.6758061908995393,0.3167380586761497,0.3590681322233896
North Carolina,Rowan County,50807,23788,75236,27019,0.6753017172630124,0.3161784252219682,0.35912329204104415
North Carolina,Rutherford County,25456,8914,34600,16542,0.7357225433526011,0.2576300578034682,0.4780924855491329
North Carolina,Sampson County,18178,9797,28138,8381,0.6460302793375506,0.3481768427038169,0.29785343663373376
North Carolina,Scotland County,7767,6754,14613,1013,0.5315130363375077,0.4621911996167796,0.06932183672072811
North Carolina,Stanly County,27518,8881,36651,18637,0.7508117104581048,0.24231262448500723,0.5084990859730976
North Carolina,Stokes County,21548,5380,27127,16168,0.7943377446824197,0.19832639068087143,0.5960113540015483
North Carolina,Surry County,28565,8613,37424,19952,0.7632802479692176,0.23014643009833263,0.5331338178708849
North Carolina,Swain County,4311,2643,7036,1668,0.6127060830017055,0.37563956793632747,0.237066515065378
North Carolina,Transylvania County,11492,8972,20706,2520,0.555008210180624,0.4333043562252487,0.12170385395537524
North Carolina,Tyrrell County,1057,680,1752,377,0.603310502283105,0.3881278538812785,0.2151826484018265
North Carolina,Union County,86271,51168,138875,35103,0.6212133213321333,0.36844644464446447,0.2527668766876688
North Carolina,Vance County,8614,11292,20059,-2678,0.4294331721421806,0.5629393289795105,-0.13350615683732991
North Carolina,Wake County,236735,402984,650796,-166249,0.3637622234924615,0.6192170818505338,-0.2554548583580723
North Carolina,Warren County,3976,5872,9985,-1896,0.3981972959439159,0.5880821231847772,-0.18988482724086125
North Carolina,Washington County,2768,3138,5939,-370,0.466071729247348,0.5283717797609025,-0.06230005051355453
North Carolina,Watauga County,15254,17225,32934,-1971,0.46316876176595617,0.5230157284265501,-0.05984696666059391
North Carolina,Wayne County,31580,22618,54667,8962,0.5776794043938757,0.413741379625734,0.16393802476814168
North Carolina,Wilkes County,28812,7194,36240,21618,0.7950331125827814,0.19850993377483445,0.596523178807947
North Carolina,Wilson County,19750,19909,39978,-159,0.49402171194156785,0.497998899394667,-0.00397718745309921
North Carolina,Yadkin County,16439,3739,20346,12700,0.8079720829647105,0.18377076575248205,0.6242013172122284
North Carolina,Yancey County,7509,3635,11247,3874,0.6676447052547346,0.32319729705699296,0.34444740819774167
North Dakota,Adams County,962,215,1191,747,0.8077246011754828,0.18052057094878257,0.6272040302267003
North Dakota,Barnes County,3531,1661,5294,1870,0.6669814884775217,0.3137514166981488,0.3532300717793729
North Dakota,Benson County,1163,795,1994,368,0.5832497492477432,0.3986960882647944,0.18455366098294884
North Dakota,Billings County,543,93,644,450,0.843167701863354,0.14440993788819875,0.6987577639751552
North Dakota,Bottineau County,2628,735,3422,1893,0.7679719462302746,0.2147866744593805,0.5531852717708942
North Dakota,Bowman County,1384,207,1611,1177,0.8590937306021105,0.12849162011173185,0.7306021104903786
North Dakota,Burke County,909,130,1051,779,0.8648905803996194,0.12369172216936251,0.7411988582302569
North Dakota,Burleigh County,36595,14215,51764,22380,0.7069585039795997,0.2746116992504443,0.4323468047291554
North Dakota,Cass County,47873,40304,89842,7569,0.5328576834887915,0.44860978161661585,0.08424790187217562
North Dakota,Cavalier County,1461,491,1977,970,0.7389984825493171,0.24835609509357612,0.49064238745574096
North Dakota,Dickey County,1829,557,2435,1272,0.751129363449692,0.22874743326488703,0.5223819301848049
North Dakota,Divide County,914,253,1194,661,0.7654941373534339,0.211892797319933,0.5536013400335009
North Dakota,Dunn County,1877,332,2231,1545,0.841326759300762,0.14881219184222322,0.6925145674585387
North Dakota,Eddy County,862,316,1201,546,0.7177352206494588,0.2631140716069942,0.45462114904246465
North Dakota,Emmons County,1697,205,1923,1492,0.8824752990119604,0.10660426417056684,0.7758710348413936
North Dakota,Foster County,1326,335,1692,991,0.7836879432624113,0.1979905437352246,0.5856973995271867
North Dakota,Golden Valley County,847,122,984,725,0.8607723577235772,0.12398373983739835,0.7367886178861788
North Dakota,Grand Forks County,18123,12469,31089,5654,0.5829393032905529,0.4010743349737849,0.18186496831676796
North Dakota,Grant County,1076,205,1304,871,0.8251533742331288,0.15720858895705522,0.6679447852760736
North Dakota,Griggs County,963,301,1285,662,0.7494163424124514,0.23424124513618677,0.5151750972762645
North Dakota,Hettinger County,1089,192,1294,897,0.8415765069551777,0.14837712519319937,0.6931993817619784
North Dakota,Kidder County,1137,238,1391,899,0.8173975557153127,0.1710999281092739,0.6462976276060388
North Dakota,LaMoure County,1614,453,2109,1161,0.7652916073968705,0.2147937411095306,0.5504978662873399
North Dakota,Logan County,898,117,1031,781,0.8709990300678953,0.11348205625606209,0.7575169738118331
North Dakota,McHenry County,2223,479,2735,1744,0.8127970749542962,0.17513711151736747,0.6376599634369288
North Dakota,McIntosh County,1132,229,1381,903,0.8196958725561188,0.165821868211441,0.6538740043446778
North Dakota,McKenzie County,4627,809,5483,3818,0.8438810869961699,0.14754696334123654,0.6963341236549334
North Dakota,McLean County,4231,1093,5398,3138,0.7838088180807706,0.20248240088921823,0.5813264171915524
North Dakota,Mercer County,3798,672,4530,3126,0.83841059602649,0.14834437086092717,0.6900662251655629
North Dakota,Morton County,12839,3748,16906,9091,0.7594345202886549,0.22169643913403525,0.5377380811546196
North Dakota,Mountrail County,2877,1125,4060,1752,0.7086206896551724,0.2770935960591133,0.4315270935960591
North Dakota,Nelson County,1141,580,1755,561,0.6501424501424501,0.33048433048433046,0.31965811965811963
North Dakota,Oliver County,909,156,1084,753,0.8385608856088561,0.14391143911439114,0.694649446494465
North Dakota,Pembina County,2350,704,3088,1646,0.7610103626943006,0.22797927461139897,0.5330310880829016
North Dakota,Pierce County,1493,439,1955,1054,0.7636828644501279,0.2245524296675192,0.5391304347826087
North Dakota,Ramsey County,3609,1513,5204,2096,0.6935049961568025,0.2907378939277479,0.4027671022290546
North Dakota,Ransom County,1661,920,2632,741,0.631079027355623,0.3495440729483283,0.28153495440729476
North Dakota,Renville County,993,179,1203,814,0.8254364089775561,0.1487946799667498,0.6766417290108063
North Dakota,Richland County,5576,2473,8199,3103,0.6800829369435297,0.3016221490425662,0.37846078790096355
North Dakota,Rolette County,1427,2567,4060,-1140,0.3514778325123153,0.6322660098522167,-0.2807881773399014
North Dakota,Sargent County,1325,663,2024,662,0.6546442687747036,0.3275691699604743,0.3270750988142293
North Dakota,Sheridan County,644,101,753,543,0.8552456839309429,0.1341301460823373,0.7211155378486056
North Dakota,Sioux County,285,654,950,-369,0.3,0.6884210526315789,-0.38842105263157894
North Dakota,Slope County,351,33,387,318,0.9069767441860463,0.08527131782945736,0.821705426356589
North Dakota,Stark County,12323,2473,15017,9850,0.8206033162415929,0.1646800293001265,0.6559232869414664
North Dakota,Steele County,622,367,1005,255,0.618905472636816,0.36517412935323385,0.2537313432835821
North Dakota,Stutsman County,7185,2692,10073,4493,0.713292961381912,0.267249081703564,0.446043879678348
North Dakota,Towner County,796,289,1110,507,0.7171171171171171,0.26036036036036037,0.4567567567567567
North Dakota,Traill County,2650,1359,4080,1291,0.6495098039215687,0.33308823529411763,0.316421568627451
North Dakota,Walsh County,3186,1173,4456,2013,0.7149910233393177,0.2632405745062837,0.45175044883303406
North Dakota,Ward County,20635,7215,28326,13420,0.7284826661018146,0.25471298453717434,0.4737696815646402
North Dakota,Wells County,1815,405,2242,1410,0.8095450490633364,0.18064228367528992,0.6289027653880465
North Dakota,Williams County,12501,2276,15010,10225,0.8328447701532312,0.15163224516988674,0.6812125249833445
Ohio,Adams County,10269,2098,12429,8171,0.8262128892107169,0.1687987770536648,0.657414112157052
Ohio,Allen County,33201,12754,46361,20447,0.7161407217273139,0.2751019175600181,0.4410388041672958
Ohio,Ashland County,19863,6544,26662,13319,0.7449928737529068,0.24544295251669043,0.49954992123621633
Ohio,Ashtabula County,27656,15345,43368,12311,0.6377052204390334,0.3538323187603763,0.28387290167865714
Ohio,Athens County,11369,14134,25726,-2765,0.4419264557257249,0.5494052709321309,-0.10747881520640595
Ohio,Auglaize County,20988,4442,25623,16546,0.8191078328064629,0.173359871990009,0.6457479608164539
Ohio,Belmont County,22758,8080,31032,14678,0.7333720030935809,0.26037638566640886,0.472995617427172
Ohio,Brown County,17257,4069,21442,13188,0.804822311351553,0.18976774554612444,0.6150545658054286
Ohio,Butler County,114831,66713,183142,48118,0.6270052745956689,0.364269255550338,0.2627360190453309
Ohio,Carroll County,10634,3071,13818,7563,0.769575915472572,0.2222463453466493,0.5473295701259226
Ohio,Champaign County,15334,4944,20468,10390,0.7491694352159468,0.24154778190345905,0.5076216533124878
Ohio,Clark County,40403,21847,62835,18556,0.6430015118962362,0.3476883902283759,0.29531312166786033
Ohio,Clermont County,76964,36130,114115,40834,0.6744424484073084,0.3166104368400298,0.35783201156727856
Ohio,Clinton County,15984,4633,20779,11351,0.7692381731555897,0.22296549400837384,0.5462726791472159
Ohio,Columbiana County,35607,12064,48046,23543,0.7411022769845564,0.25109270282645796,0.4900095741580985
